Date,Open,High,Low,Close,Volume
18-06-2010,1374.7,1383,1347,1351.15,557600
21-06-2010,1362,1383,1358.65,1376.25,312600
22-06-2010,1367.5,1380,1360,1369.05,235500
23-06-2010,1365,1414,1360,1407.35,860700
24-06-2010,1410,1416.9,1371,1386.95,1361900
25-06-2010,1382,1421.9,1376,1396.8,1336000
28-06-2010,1398,1403.8,1380.35,1394.75,292300
29-06-2010,1390,1409.9,1380.25,1388.95,362700
30-06-2010,1370,1433.95,1370,1423.75,735100
01-07-2010,1424.3,1424.3,1380,1400.9,637300
02-07-2010,1400,1425.8,1381,1415.9,580300
05-07-2010,1415.9,1415.9,1392.2,1396.1,196900
06-07-2010,1396,1396,1385,1392.35,261200
07-07-2010,1392,1409.8,1372.25,1380,350200
08-07-2010,1392.2,1408.9,1387.9,1403.4,419000
09-07-2010,1400,1429.75,1395,1424.25,615300
12-07-2010,1435,1435,1405.8,1409.35,271200
13-07-2010,1415.05,1415.9,1391.05,1409.1,284400
14-07-2010,1417,1423.45,1386.6,1393.6,182500
15-07-2010,1415,1415,1371,1375.25,308900
16-07-2010,1372.9,1382.7,1364,1374.1,184100
19-07-2010,1335,1387.9,1335,1363.3,220000
20-07-2010,1395,1395,1351.1,1358.5,141500
21-07-2010,1369,1379.9,1359.1,1362.4,293100
22-07-2010,1379.9,1380,1345.25,1354.15,514100
23-07-2010,1365,1372.7,1346.3,1358.2,736000
26-07-2010,1302.3,1317.5,1126.85,1191.45,6485200
27-07-2010,1190,1239.9,1182,1207.5,4499500
28-07-2010,1210,1223.7,1200,1202.6,848400
29-07-2010,1205,1214.45,1190.1,1197.75,1600600
30-07-2010,1199,1212.9,1192.55,1198.6,553500
02-08-2010,1211,1218.5,1202.2,1209.9,660800
03-08-2010,1223.45,1224,1210.05,1213.2,461000
04-08-2010,1214,1221,1206.4,1213.6,581600
05-08-2010,1218,1240.95,1217.5,1225.75,875300
06-08-2010,1230,1235.55,1218.5,1221.4,358900
09-08-2010,1216.7,1234,1215.75,1232.1,365400
10-08-2010,1230,1237.95,1222,1227.25,291100
11-08-2010,1227,1234.9,1211.05,1215.2,668200
12-08-2010,1209,1232.7,1203.5,1226,334100
13-08-2010,1230,1254.4,1222.5,1249.15,683900
16-08-2010,1249,1271.8,1245,1256.55,537800
17-08-2010,1260,1267,1245.45,1253.55,311800
18-08-2010,1258.85,1264.15,1251,1254.35,182800
19-08-2010,1261.8,1267.85,1250.05,1251.65,202600
20-08-2010,1248,1257,1238,1239.7,152600
23-08-2010,1240.4,1252.75,1236,1245.1,148100
24-08-2010,1255,1255,1225,1233.05,215600
25-08-2010,1236.4,1242,1216.1,1220.05,198900
26-08-2010,1223.65,1234.75,1212.6,1227.2,962000
27-08-2010,1218,1245,1210.05,1218.7,209500
30-08-2010,1222,1247.8,1222,1235.35,322500
31-08-2010,1234.35,1264.45,1228,1257.5,478900
01-09-2010,1262,1281.15,1262,1272.75,688800
02-09-2010,1276,1291.95,1273.5,1276.7,480500
03-09-2010,1277,1284,1213.65,1272.1,209200
06-09-2010,1280,1313,1277.35,1302.55,446600
07-09-2010,1305,1328.75,1304.45,1315.4,441500
08-09-2010,1319.7,1336.9,1303,1307.5,372400
09-09-2010,1312,1321,1307.5,1314.8,244300
10-09-2010,1314.7,1314.7,1314.7,1314.7,0
13-09-2010,1325,1333,1314.15,1328.15,235500
14-09-2010,1330.15,1367.9,1330.15,1346.5,1528600
15-09-2010,1349,1380,1348.7,1368.65,1032900
16-09-2010,1360,1405.4,1358.9,1397.3,1238000
17-09-2010,1400,1414.2,1382,1388.35,322000
20-09-2010,1390,1405,1380,1398.9,542200
21-09-2010,1400.05,1417.9,1387.1,1413.1,582600
22-09-2010,1420.25,1470,1420.25,1463.85,1288400
23-09-2010,1465,1470,1444.45,1458.6,494100
24-09-2010,1465,1485,1460.1,1481.75,609300
27-09-2010,1494,1495,1472,1479.1,371000
28-09-2010,1452,1484.6,1452,1468.1,405900
29-09-2010,1452,1481.95,1425.2,1430.05,413900
30-09-2010,1440,1497.25,1390.35,1440.9,457400
01-10-2010,1456,1491.8,1451,1479.95,736800
04-10-2010,1490,1498,1475.3,1480.15,246300
05-10-2010,1486,1524,1478.2,1503.35,620500
06-10-2010,1510,1529,1507,1516.7,361300
07-10-2010,1519.05,1524.4,1485,1490.1,288700
08-10-2010,1492,1507,1472.3,1497.2,208200
11-10-2010,1508.1,1526.25,1495,1517.25,307900
12-10-2010,1519.95,1529,1503.25,1520.05,355600
13-10-2010,1525,1566.8,1518,1558.4,1201000
14-10-2010,1560.05,1574.4,1541.35,1557.4,647800
15-10-2010,1555,1560.55,1481.85,1518.9,597900
18-10-2010,1515,1520,1482.6,1491.55,388500
19-10-2010,1495.05,1515,1481.05,1494.85,243500
20-10-2010,1490,1508,1485,1490.7,151200
21-10-2010,1500,1519,1481.3,1513.65,208600
22-10-2010,1515,1525,1495,1503.3,133600
25-10-2010,1504.9,1525.9,1500.2,1507,151600
26-10-2010,1517.95,1585,1511,1566.8,2316400
27-10-2010,1567.15,1570,1507.2,1525.6,794100
28-10-2010,1529.7,1549,1515,1534.8,665000
29-10-2010,1534.8,1559,1516.05,1551.6,236700
