Date,Open,High,Low,Close,Volume
03-04-2008,818.85,819.7,775,790,760000
04-04-2008,790.2,792,761.15,766,475600
07-04-2008,768,769.9,738.05,760.8,917300
08-04-2008,765,765,740.1,743.9,550600
09-04-2008,745,745,725.1,734.45,786700
10-04-2008,736,748.85,730,738,685400
11-04-2008,745,747.9,730.5,740.35,300700
14-04-2008,740.35,740.35,740.35,740.35,0
15-04-2008,739.15,759.9,727.6,754.5,241300
16-04-2008,765,765,751.3,757.9,393800
17-04-2008,761,766.5,753,760,282000
18-04-2008,760,760,760,760,0
21-04-2008,750,783.5,725,762,354900
22-04-2008,765,769,753.6,758.05,283300
23-04-2008,757.85,769.9,754.25,769,446600
24-04-2008,775.8,777,726.55,750,2313300
25-04-2008,732,754,732,737.2,856300
28-04-2008,737.95,749,720.2,723,1017400
29-04-2008,720,736.7,720,732.05,782300
30-04-2008,734.9,749,730,742,927500
01-05-2008,742,742,742,742,0
02-05-2008,751.1,791.9,751.1,789.2,1868000
05-05-2008,793,809.9,780.3,782,1035500
06-05-2008,788,788,757.55,770.05,814200
07-05-2008,770,777.8,759.05,774,438100
08-05-2008,768.9,774,761.5,770,593400
09-05-2008,766,770.8,758,769,1618300
12-05-2008,764.9,774.9,763,770.1,545900
13-05-2008,778,786,769,771,420700
14-05-2008,775,799.5,767.05,795.05,966200
15-05-2008,802.15,826.9,800,819.5,1156600
16-05-2008,831.95,831.95,816,819.9,453900
19-05-2008,819.9,819.9,819.9,819.9,0
20-05-2008,830,835,810,812.2,1200200
21-05-2008,805,816,790,807.2,582100
22-05-2008,805,813,790.05,802.2,528400
23-05-2008,805,812.8,784.2,794,585000
26-05-2008,780,780.2,755.5,760,610500
27-05-2008,780.8,780.8,755.3,767,327600
28-05-2008,768,790,751.25,785.4,268400
29-05-2008,794.9,794.9,757.15,765,569900
30-05-2008,782.5,782.5,757,764.75,335500
02-06-2008,765.5,802,756,783.05,1431200
03-06-2008,770,789.8,761.55,784,281200
04-06-2008,782.5,789,731,747,638200
05-06-2008,743,769.25,733.15,760.35,721100
06-06-2008,765,773,742.15,750,413700
09-06-2008,751,751,725,736.05,420900
10-06-2008,739.5,748.2,718,745,476400
11-06-2008,748,763,729.1,733,367100
12-06-2008,720,747,702,744.9,391000
13-06-2008,742,742,718.1,722.3,406100
16-06-2008,733,736.8,712.55,717.05,627600
17-06-2008,715,764.8,715,763.5,672700
18-06-2008,755,760,737.1,744.05,329400
19-06-2008,741,762,734.3,742.5,293900
20-06-2008,747.05,750,711,728,493600
23-06-2008,727,727,681.35,688,459400
24-06-2008,685,699,662.25,680,858900
25-06-2008,663,699.9,638,686.25,358900
26-06-2008,691.95,718,666.1,678,1031900
27-06-2008,675.9,675.9,636,648,828000
30-06-2008,654.8,654.8,610,615,420900
01-07-2008,616.55,620,558.1,565,599000
02-07-2008,571.5,590,560,587,769300
03-07-2008,577.35,579.2,545,550,595900
04-07-2008,548,573.75,535,539,402200
07-07-2008,555,593.5,549,566,578900
08-07-2008,563.9,576,540.5,568.5,546800
09-07-2008,575.05,606.9,575,590,816800
10-07-2008,592,596,560,567.5,697500
11-07-2008,571.9,578.8,556.1,565,352900
14-07-2008,574.7,584.7,560.1,570,452800
15-07-2008,520.5,561,520.5,549,201500
16-07-2008,549,554.85,540,547.9,443500
17-07-2008,560,602.7,556,600,984900
18-07-2008,605,623,588.35,620,772600
21-07-2008,625.15,660,615,656,477000
22-07-2008,625.25,625.25,585,588,2570600
23-07-2008,601,614.75,592.35,607,2110000
24-07-2008,610,634.8,610,617,981600
25-07-2008,610,623,600.3,615.05,747700
28-07-2008,615,624,608.1,608.55,645200
29-07-2008,602,604,559.2,569,687500
30-07-2008,557,595,557,595,769700
31-07-2008,592,598.8,570,570,1262200
01-08-2008,564.9,569.9,553,565,1437400
04-08-2008,562.15,576,556.3,570,519400
05-08-2008,576,623,572.1,618,1055900
06-08-2008,644,674.9,627,649.15,2758100
07-08-2008,649,680,647,668.5,1381600
08-08-2008,626.65,684.05,626.65,679.25,714900
11-08-2008,690.9,725.7,682,714.5,1498300
12-08-2008,709,713.7,661.3,678.8,1840400
13-08-2008,679.05,689.5,658,671.5,1199300
14-08-2008,666,666,643.4,652,907100
15-08-2008,652,652,652,652,0
18-08-2008,651,655,618,629,929800
19-08-2008,639.85,639.85,601.95,617.5,1380700
20-08-2008,616.5,629.9,615,623,1028000
21-08-2008,625,630,611.5,618,618100
22-08-2008,610,634,603.2,625.75,774900
25-08-2008,620,649.8,615.15,623.4,749100
26-08-2008,619,641.9,609.7,630,933600
27-08-2008,630,635,620,628,797400
28-08-2008,615,636.65,611.35,625.15,512900
29-08-2008,635,661.3,635,647.95,1078100
01-09-2008,649.6,649.6,618.5,636,1055000
02-09-2008,630.2,670,630.2,668.05,747500
03-09-2008,668.05,668.05,668.05,668.05,0
04-09-2008,658,693.5,645.1,690,1135000
05-09-2008,666,685,653.35,685,787100
08-09-2008,685.55,719.95,682.3,686,1293600
09-09-2008,690,713.4,676.4,713.4,634800
10-09-2008,698,707.9,688.3,699.6,621500
11-09-2008,687,702.1,675,677,694800
12-09-2008,682,711.9,682,703.15,1442700
15-09-2008,655.65,737.85,655.65,719.1,1213700
16-09-2008,700,720.05,684.05,700,978600
17-09-2008,715,715,681,693.9,1133300
18-09-2008,680,734.7,670,715,1114800
19-09-2008,732.5,749.95,724,746.75,902200
22-09-2008,766,766,710.5,710.5,1035000
23-09-2008,700,726.9,695.05,704.5,899100
24-09-2008,698,716.1,692.4,707.05,563100
25-09-2008,682.65,712,682.65,697,817900
26-09-2008,700,703,671.25,673,273500
29-09-2008,645.05,690,645.05,663,517900
30-09-2008,647.6,701,636.3,695,739000
01-10-2008,695.35,708,684,698,600300
02-10-2008,698,698,698,698,0
03-10-2008,681,715,672.05,690.5,757300
06-10-2008,665,692,653.4,660,565400
07-10-2008,660.55,688.7,619.1,682.05,1383800
08-10-2008,651,698,627.5,689.3,2054000
09-10-2008,689.3,689.3,689.3,689.3,0
10-10-2008,631,689.7,631,679,899300
13-10-2008,676,725.8,676,723.4,944800
14-10-2008,732,749,711,713,945500
15-10-2008,705,713,668.25,679,868000
16-10-2008,665.9,685,643.15,676,706400
17-10-2008,684.1,689,632.3,640,1058300
20-10-2008,637,674.8,625,660.1,587300
21-10-2008,663.8,690,645.35,681,825500
22-10-2008,660,674,628.55,648.1,646400
23-10-2008,628,645,587.3,591,1010100
24-10-2008,580,581.5,512,524.9,1557000
27-10-2008,525.5,538.4,475,515,719100
28-10-2008,536,567,536,552.65,47800
29-10-2008,556,562,505.3,549,1216600
30-10-2008,549,549,549,549,0
31-10-2008,561,584,546.7,570,887100
03-11-2008,565.5,619,565.5,600,720300
04-11-2008,600,619.7,583.15,618.7,648000
05-11-2008,639,639,610.1,612,840100
06-11-2008,600,624.4,582.45,599.9,1095000
07-11-2008,595,609.75,570,598.1,995100
10-11-2008,600,608,584.55,595,560600
11-11-2008,590,590,560.15,576,1035200
12-11-2008,568,569.85,546.1,560.5,838300
13-11-2008,560.5,560.5,560.5,560.5,0
14-11-2008,580,580,530.05,540,1225300
17-11-2008,533,558.8,520.1,547.05,636300
18-11-2008,545,568.8,505.55,507.7,714000
19-11-2008,517,548,504.1,512,707600
20-11-2008,506,510,467.8,491,1049900
21-11-2008,486.3,524.7,480.15,524.7,763900
24-11-2008,515.05,535,495.15,525.25,468700
25-11-2008,574,574,522.7,535.55,890000
26-11-2008,539,542.85,508,536.1,1145200
27-11-2008,536.1,536.1,536.1,536.1,0
28-11-2008,537,548.9,521,536,872000
01-12-2008,540.5,544.9,482.1,483,1306800
02-12-2008,433,476,433,460.05,1541200
03-12-2008,468,493.9,445.5,492.1,1609200
04-12-2008,485,494.7,468.15,487.9,1548500
05-12-2008,490,496.3,477.15,489.95,1210600
08-12-2008,500,524,476.7,496.5,2471600
09-12-2008,496.5,496.5,496.5,496.5,0
10-12-2008,505,524.8,487.4,522.8,1258300
11-12-2008,522,528,501,509.65,1335100
12-12-2008,480,513,475.7,510.05,956600
15-12-2008,515,524,505.6,507,1216700
16-12-2008,509,518.9,491.55,518.75,1443800
17-12-2008,520,520,504.55,506.15,1261800
18-12-2008,478,542.8,478,539,1192300
19-12-2008,528,568.9,528,548,1641700
22-12-2008,555,558.95,525.4,526.6,1211000
23-12-2008,527,527,508.2,514.15,1076200
24-12-2008,524.7,524.7,495.7,502,1403300
25-12-2008,502,502,502,502,0
26-12-2008,502,518.4,501.4,512.55,1064800
29-12-2008,519.2,519.2,484,499.5,2104900
30-12-2008,504.9,523.95,497.05,516,1067100
31-12-2008,520.1,527,506.35,519,1712800
01-01-2009,521,558,515.15,550.7,1326100
02-01-2009,539,559,534,545,954800
05-01-2009,578.9,578.9,543.55,557,906500
06-01-2009,552,571.85,546.35,563.1,900900
07-01-2009,570,579.7,551.3,568,1151200
08-01-2009,568,568,568,568,0
09-01-2009,553,596,550.1,583.5,1868200
12-01-2009,580.1,596.75,561.6,576,1977200
13-01-2009,580,595,566,595,1241600
14-01-2009,583,604,578,578,1507500
15-01-2009,575,598.2,542.35,597.8,1128300
16-01-2009,590.1,597.9,581.8,582.55,1073600
19-01-2009,585.1,585.1,567.6,569,754400
20-01-2009,567.9,567.9,556.1,559,451900
21-01-2009,556,561.7,536.15,538,893200
22-01-2009,540.45,550,513.1,521.9,1104000
23-01-2009,520,525,502.3,516,866100
26-01-2009,516,516,516,516,0
27-01-2009,512.35,547,512.35,535.15,768900
28-01-2009,540,547.95,511.25,520,1180400
29-01-2009,526.2,555,521.2,540.05,2407500
30-01-2009,535,578.9,531,574,1711600
02-02-2009,561,588.8,555,568,1262100
03-02-2009,570,594.25,570,584,1028700
04-02-2009,587.5,606.8,585.5,603,1544900
05-02-2009,585.6,603.9,571.4,575,1405000
06-02-2009,579,586.7,572,579.5,688400
09-02-2009,597.5,598.9,574.1,595,543300
10-02-2009,590,615.9,589.3,610.9,902000
11-02-2009,600,634,597,632,1444000
12-02-2009,625,628,607.4,611.05,990800
13-02-2009,616.3,637.4,616.3,632,748900
16-02-2009,625,641,609,621.15,1571900
17-02-2009,617.3,617.3,595.6,606.8,939100
18-02-2009,604,624,593,624,662700
19-02-2009,618,637.4,618,632.3,1081500
20-02-2009,617,635.9,615.15,631.1,1142500
23-02-2009,631.1,631.1,631.1,631.1,0
24-02-2009,617,647.85,614,635,1298000
25-02-2009,647.4,669.4,644,653.5,2076300
26-02-2009,632.4,709.4,632.4,686.2,2256800
27-02-2009,690,690,659.05,678.7,2104000
02-03-2009,698.7,698.7,657.1,674,1926400
03-03-2009,659,687.6,659,669,1575500
04-03-2009,675,688.9,666.9,688,1174400
05-03-2009,699.8,699.8,663.6,668.4,957000
06-03-2009,679,679,643.3,648.5,1699900
09-03-2009,674.8,677.3,640.4,650.5,811500
10-03-2009,650.5,650.5,650.5,650.5,0
11-03-2009,650.5,650.5,650.5,650.5,0
12-03-2009,669.95,697.3,652.05,687,1840600
13-03-2009,697,719.5,688.35,705.95,1981700
16-03-2009,712.85,715.95,688.35,695.2,1590300
17-03-2009,708.7,715,692,711,1889600
18-03-2009,715.15,728,709,714,1994300
19-03-2009,721,744,716,740,1334700
20-03-2009,735,735,708.25,712,608100
23-03-2009,719,737.7,717.1,735,523600
24-03-2009,738,756,717.65,732,3057400
25-03-2009,733,753.8,723.25,738.1,1355900
26-03-2009,745,799,734.2,756.25,2063900
27-03-2009,770,774.65,751.2,771.95,997400
30-03-2009,760,769.35,732.35,758.25,1086400
31-03-2009,761,788.85,751.5,779,1993900
01-04-2009,780,799,765.05,797,1232600
02-04-2009,801.65,831.4,780,782,1537800
03-04-2009,782,782,782,782,0
06-04-2009,797.65,804,785.05,799.1,1075300
07-04-2009,799.1,799.1,799.1,799.1,0
08-04-2009,785,820,770.05,815.65,1223900
09-04-2009,820,829.5,798.3,807.5,995100
10-04-2009,807.5,807.5,807.5,807.5,0
13-04-2009,815.25,839,811,819.7,922100
14-04-2009,819.7,819.7,819.7,819.7,0
15-04-2009,815,854.8,807,849.75,1421200
16-04-2009,852,873.8,845,856,1121700
17-04-2009,851,866,825.35,836.25,777800
20-04-2009,837.85,854,828.25,839,398400
21-04-2009,827,838.2,777.25,790,1276000
22-04-2009,828.8,828.8,741,758.1,2283700
23-04-2009,755,816,743,813,2416900
24-04-2009,808,818.7,763.5,798,2607600
27-04-2009,779.5,821.8,773.6,813.05,2957300
28-04-2009,806,822,790.5,809,1269700
29-04-2009,809,819.9,784.3,817.85,1808300
30-04-2009,817.85,817.85,817.85,817.85,0
01-05-2009,817.85,817.85,817.85,817.85,0
04-05-2009,821.35,849.8,820.25,837.65,962600
05-05-2009,845,859,815.05,826.8,1814200
06-05-2009,827.5,837.9,797,807,2001500
07-05-2009,815,843.9,800,842.15,1231200
08-05-2009,838,845.95,816.55,826.55,582400
11-05-2009,836,845.95,819.25,833,730600
12-05-2009,830,875.5,820.05,868,1490300
13-05-2009,857.6,872,830,834,1105600
14-05-2009,815.65,841.85,795,841.2,773500
15-05-2009,842,857,837,844,588300
18-05-2009,924,954,918,938.2,22700
19-05-2009,960,1064,940,996.35,2296500
20-05-2009,992,1058.9,981.4,1029.55,1492500
21-05-2009,1026,1041.85,957.65,967.5,1440500
22-05-2009,962,974.9,954,962,1387300
25-05-2009,962.5,985.5,958,969.05,553000
26-05-2009,973.5,980,948,960,465200
27-05-2009,970.2,983,946.2,982.85,584800
28-05-2009,974.5,1028.8,965.3,1009.9,1886700
29-05-2009,1009,1037.45,983,1027,1690900
01-06-2009,1025,1062,1025,1040,750200
02-06-2009,1035,1049,1020.5,1029.8,1394200
03-06-2009,1030,1063.3,1022.75,1047,812200
04-06-2009,1030,1084.7,1030,1075,956500
05-06-2009,1080,1112.8,1070.1,1085.35,623600
08-06-2009,1075.05,1103,1026.15,1030,751300
09-06-2009,1029,1111.8,1005.15,1093.3,560500
10-06-2009,1100,1119,1090,1110,671100
11-06-2009,1073.35,1111,1073.35,1096,481700
12-06-2009,1053.65,1114.85,1053.65,1085,854000
15-06-2009,1046.35,1083.8,1046.35,1051.3,473500
16-06-2009,1046.35,1093.9,1040,1075,613500
17-06-2009,1071.3,1085.4,1050,1052,560900
18-06-2009,1055,1059.9,1025.15,1032,474300
19-06-2009,1035,1064,1031.3,1050,410000
22-06-2009,1060,1074.75,1038.05,1066,354900
23-06-2009,1052,1066.9,1036,1048,806300
24-06-2009,1055,1064.9,1029,1059,661100
25-06-2009,1068,1069,1009.9,1035,584500
26-06-2009,1037,1063.65,1018.1,1057.55,441000
29-06-2009,1059.1,1079.8,1038.35,1067.5,279100
30-06-2009,1075,1078.1,1050,1074,670600
01-07-2009,1078,1086,1053,1066,425200
02-07-2009,1080,1080,1029,1050.7,309100
03-07-2009,1049.7,1066.9,1040.15,1052.15,272900
06-07-2009,1058.75,1073.6,991.5,1027,801700
07-07-2009,1028.7,1110,1020,1075,719600
08-07-2009,1060,1108.4,1056.5,1102,850400
09-07-2009,1108,1124,1090.1,1098.75,485300
10-07-2009,1095,1115,1068.75,1107,659200
13-07-2009,1090,1094.9,1040.4,1064.9,319300
14-07-2009,1074.3,1095,1068.35,1077.05,828800
15-07-2009,1085,1117.75,1065.35,1110,488400
16-07-2009,1115.1,1152.4,1086.3,1142,657900
17-07-2009,1159,1193.65,1148,1192,1156800
20-07-2009,1188,1219.9,1184,1213,691000
21-07-2009,1180,1248.5,1180,1239.75,591600
22-07-2009,1241,1249.95,1201,1210,542000
23-07-2009,1220,1305,1220,1299.1,1811300
24-07-2009,1301,1399.9,1297.1,1374.75,1721900
27-07-2009,1388,1394,1349.7,1365.25,673400
28-07-2009,1370,1418,1345,1406.1,972500
29-07-2009,1395,1418.95,1362,1391,675400
30-07-2009,1381,1416.95,1371,1402,954900
31-07-2009,1434,1448.65,1402,1410.7,577900
03-08-2009,1411,1484,1411,1469.6,705600
04-08-2009,1469.85,1515.9,1450,1500,1168700
05-08-2009,1515,1515,1431.3,1439,838300
06-08-2009,1443,1443.8,1342.2,1353,1287500
07-08-2009,1350,1355,1282,1283,1983700
10-08-2009,1319.85,1332.8,1225.1,1232,2630000
11-08-2009,1220,1309.5,1220,1296,1467500
12-08-2009,1272,1298.9,1255.8,1297.7,917400
13-08-2009,1330,1385.9,1301,1370.05,1546300
14-08-2009,1370,1385,1342,1345.2,731300
17-08-2009,1325,1330,1265.55,1284.95,784900
18-08-2009,1284.95,1284.95,1284.95,1284.95,0
19-08-2009,1284.95,1284.95,1284.95,1284.95,0
20-08-2009,1284.95,1284.95,1284.95,1284.95,0
21-08-2009,1284.95,1284.95,1284.95,1284.95,0
24-08-2009,1402.05,1441.9,1395,1436.9,860800
25-08-2009,1428,1448,1411,1412.2,777400
26-08-2009,1435,1435,1391.05,1415,693700
27-08-2009,1398,1425,1383.6,1417,1179400
28-08-2009,1425,1437,1390,1420,543400
31-08-2009,1411.15,1459,1393.3,1449,751600
01-09-2009,1447,1561,1445.65,1543.75,2722200
02-09-2009,1545,1569.9,1502,1513,1374300
03-09-2009,1527.65,1538.3,1494.1,1515.25,822400
04-09-2009,1510,1555.4,1506,1544.5,729200
07-09-2009,1560,1584.75,1542.8,1559,634900
08-09-2009,1570,1572,1513.1,1515.1,518400
09-09-2009,1519,1542,1505.6,1513,598300
10-09-2009,1521.4,1547,1482.1,1483,549400
11-09-2009,1519.35,1519.35,1446.35,1469,815400
14-09-2009,1459.8,1489.6,1454.6,1472,563300
15-09-2009,1479.6,1509,1464,1498.05,600500
16-09-2009,1500,1530,1495.15,1514,671100
17-09-2009,1523.5,1576.45,1521.4,1554.2,1076500
18-09-2009,1560,1650,1540.2,1645,1661400
21-09-2009,1645,1645,1645,1645,0
22-09-2009,1648.6,1688,1639.9,1654.05,619600
23-09-2009,1659.8,1674.5,1642,1657.95,494500
24-09-2009,1645,1656,1612,1641,663200
25-09-2009,1625,1674,1618.7,1633,548300
28-09-2009,1633,1633,1633,1633,0
29-09-2009,1648,1668,1621,1643.9,683600
30-09-2009,1642,1737.3,1629,1709,798300
01-10-2009,1715,1715,1647.6,1647.6,704500
02-10-2009,1647.6,1647.6,1647.6,1647.6,0
05-10-2009,1647,1647,1587.6,1601.7,766800
06-10-2009,1619,1628.95,1577.2,1596,895900
07-10-2009,1609.8,1614.5,1533.1,1539,1441900
08-10-2009,1550,1560,1505,1506.6,2200400
09-10-2009,1518.1,1524.85,1471.35,1474,1152000
12-10-2009,1489,1529.9,1481,1527.5,1136700
13-10-2009,1527.5,1527.5,1527.5,1527.5,0
14-10-2009,1527.2,1549,1512,1524,1068800
15-10-2009,1531.1,1548,1512.2,1529,601400
16-10-2009,1529,1553.9,1509.5,1516.15,662600
19-10-2009,1516.15,1516.15,1516.15,1516.15,0
20-10-2009,1527.5,1567.8,1515,1546.95,832500
21-10-2009,1550,1558.9,1495.3,1510,485300
22-10-2009,1501,1514.4,1462.2,1502.15,1079400
23-10-2009,1500,1535.9,1495,1514.25,821400
26-10-2009,1522,1550,1496.35,1510,880400
27-10-2009,1500,1528.5,1465.35,1470.15,572300
28-10-2009,1475,1479.9,1405.6,1416.4,804600
29-10-2009,1400,1413.9,1368,1386,1393700
30-10-2009,1423.9,1445.9,1376.6,1392.65,1057400
02-11-2009,1392.65,1392.65,1392.65,1392.65,0
03-11-2009,1403,1436.85,1396,1414,1116600
04-11-2009,1434.8,1470,1416.1,1464.1,581700
05-11-2009,1459,1493.85,1416.1,1485,786300
06-11-2009,1503,1519,1461.1,1471.5,754000
09-11-2009,1473,1493.8,1447.1,1478.75,661900
10-11-2009,1495.1,1501,1438.5,1445,895500
11-11-2009,1435.35,1462,1418,1452.3,1103300
12-11-2009,1460,1479.85,1416,1421,1257200
13-11-2009,1423,1484.45,1390,1481,1197400
16-11-2009,1425,1568,1425,1545.85,1571300
17-11-2009,1554,1567.5,1537.1,1547.25,1081000
18-11-2009,1550,1575.8,1521.25,1558,747700
19-11-2009,1550,1574.6,1528.1,1555.25,906200
20-11-2009,1531.25,1549.5,1520.1,1543.2,711900
23-11-2009,1557.7,1567.1,1544.05,1560,574100
24-11-2009,1558.5,1619,1558.5,1600,1145300
25-11-2009,1600.25,1639,1600,1629.3,745000
26-11-2009,1620,1635.6,1560.35,1569.7,577600
27-11-2009,1516,1583.85,1458.8,1558,613000
30-11-2009,1692.3,1692.3,1548,1552.9,338500
01-12-2009,1565,1607,1565,1587,956300
02-12-2009,1597,1637.65,1597,1609,844800
03-12-2009,1623,1651.9,1612.4,1641.25,745200
04-12-2009,1631,1635,1583,1593.5,685600
07-12-2009,1590,1613.6,1570,1574,326300
08-12-2009,1577,1591.85,1563.1,1571.2,382300
09-12-2009,1573,1635.6,1550,1614.05,1657000
10-12-2009,1615,1628.25,1582.5,1583,541000
11-12-2009,1592,1615,1584.1,1595,529500
14-12-2009,1595,1625,1586.5,1609.85,497700
15-12-2009,1619,1619,1562.25,1581,639300
16-12-2009,1590.95,1590.95,1557.3,1571.2,444100
17-12-2009,1574,1574,1550,1555,311700
18-12-2009,1540,1560,1534.1,1553,635300
21-12-2009,1553,1562,1514.75,1518,480900
22-12-2009,1528,1540,1523,1530.2,230800
23-12-2009,1534,1564,1534,1559,343000
24-12-2009,1564.9,1574,1551.1,1564.3,477600
25-12-2009,1564.3,1564.3,1564.3,1564.3,0
28-12-2009,1564.3,1564.3,1564.3,1564.3,0
29-12-2009,1574.9,1577,1558.9,1567,366400
30-12-2009,1567.15,1573,1555.15,1569.25,501300
31-12-2009,1575.15,1575.15,1541.5,1567.2,664200
01-01-2010,1567.2,1567.2,1567.2,1567.2,0
04-01-2010,1565,1586.7,1546.15,1548.15,534200
05-01-2010,1563.5,1567.55,1510,1516.2,1407400
06-01-2010,1518,1522.8,1460,1462,1571300
07-01-2010,1468,1485,1450,1451,901100
08-01-2010,1459,1463.8,1421.1,1436,1294400
11-01-2010,1442,1462.25,1438,1455,478900
12-01-2010,1454.75,1462,1435,1441.25,767900
13-01-2010,1437,1449.5,1410.8,1428,612400
14-01-2010,1439,1443.25,1411,1414.95,480400
15-01-2010,1410,1442.9,1408.15,1414.35,723300
18-01-2010,1409,1447,1407,1431.9,916100
19-01-2010,1435,1450,1413.1,1419,1009800
20-01-2010,1419,1419,1419,1419,0
21-01-2010,1419,1419,1419,1419,0
22-01-2010,1419,1419,1419,1419,0
25-01-2010,1419,1419,1419,1419,0
26-01-2010,1419,1419,1419,1419,0
27-01-2010,1419,1419,1419,1419,0
28-01-2010,1419,1419,1419,1419,0
29-01-2010,1419,1419,1419,1419,0
01-02-2010,1419,1419,1419,1419,0
02-02-2010,1419,1419,1419,1419,0
03-02-2010,1419,1419,1419,1419,0
04-02-2010,1419,1419,1419,1419,0
05-02-2010,1349.5,1378.05,1320.25,1358.9,471200
08-02-2010,1375.1,1388.8,1347.2,1362.05,555600
09-02-2010,1355,1374,1342.5,1352.75,491000
10-02-2010,1355,1368.6,1328.25,1333.9,433600
11-02-2010,1330.1,1363.5,1330.1,1356.35,289000
12-02-2010,1361.05,1361.05,1361.05,1361.05,0
15-02-2010,1364,1368.8,1330.1,1336,288700
16-02-2010,1339.7,1370.45,1334,1357.35,322800
17-02-2010,1369.95,1386.9,1365.3,1380.25,371900
18-02-2010,1390,1390,1349,1359.65,323600
19-02-2010,1354,1381,1335,1371,399700
22-02-2010,1380,1403,1378.3,1386.25,385200
23-02-2010,1369.85,1389,1317.7,1335.75,484700
24-02-2010,1325,1388.85,1317.65,1365.4,827200
25-02-2010,1374.2,1407.9,1358,1399.9,794200
26-02-2010,1398.8,1490,1375,1459.95,1711700
01-03-2010,1466.1,1466.1,1466.1,1466.1,0
02-03-2010,1472,1501,1462.55,1491.1,1321900
03-03-2010,1496,1500.9,1460.65,1476.5,809600
04-03-2010,1477,1489,1452.1,1457.15,413800
05-03-2010,1467,1474.4,1447.7,1457.05,353400
08-03-2010,1473.7,1492.3,1463,1478.15,515500
09-03-2010,1480,1509.15,1471,1499.5,875500
10-03-2010,1508,1519.8,1470,1479.85,976300
11-03-2010,1470.05,1484.95,1455,1464.2,554000
12-03-2010,1470,1487.5,1460,1463.6,334600
15-03-2010,1464,1464.8,1426.15,1446.1,445000
16-03-2010,1459.8,1462.8,1436.45,1458.8,256200
17-03-2010,1465,1473.75,1428.65,1433.5,648600
18-03-2010,1444,1446,1409,1421.7,631900
19-03-2010,1428,1434.3,1421,1429.3,286900
22-03-2010,1420,1423.8,1391,1397.45,470400
23-03-2010,1404.95,1412.2,1388,1393.4,313800
24-03-2010,1390.8,1390.8,1390.8,1390.8,0
25-03-2010,1390,1397.85,1360,1370.15,656300
26-03-2010,1372,1413,1368.05,1396.85,576500
29-03-2010,1409.8,1437.8,1397.2,1427.45,628000
30-03-2010,1400,1446,1400,1407.65,354700
31-03-2010,1391.55,1423.5,1349,1417.95,320900
01-04-2010,1425,1429,1386.25,1393.15,477100
02-04-2010,1391.6,1391.6,1391.6,1391.6,0
05-04-2010,1399.5,1409,1386.3,1397.35,409100
06-04-2010,1410,1410,1373.25,1376.65,343700
07-04-2010,1389.7,1407,1368,1402.9,634800
08-04-2010,1247.7,1412,1247.7,1384.1,410200
09-04-2010,1396,1399,1370.25,1377.65,441900
12-04-2010,1398,1408.8,1363.5,1371.55,401800
13-04-2010,1375,1376.8,1352.8,1361,309200
14-04-2010,1361,1361,1361,1361,0
15-04-2010,1371,1378.9,1350,1354.85,296600
16-04-2010,1350.75,1361.7,1345,1351.15,220100
19-04-2010,1352.6,1352.6,1324.2,1332.3,239000
20-04-2010,1340,1366.05,1332,1352.35,379900
21-04-2010,1350,1380,1350,1377.45,314700
22-04-2010,1375,1399.8,1364.5,1379.35,483600
23-04-2010,1380,1388.7,1355.05,1361.35,268900
26-04-2010,1370,1385.4,1327.05,1333.7,1940700
27-04-2010,1329,1335.15,1280,1283.3,2351200
28-04-2010,1275,1287.8,1255,1270.35,1214100
29-04-2010,1273.1,1294.7,1272,1289.4,815700
30-04-2010,1300,1300,1275.1,1279.7,441000
03-05-2010,1275,1294.25,1263.35,1281.45,599800
04-05-2010,1288,1297.45,1257.5,1265.35,457000
05-05-2010,1247.7,1290,1233.8,1282.55,550700
06-05-2010,1284,1289,1265.25,1278.5,394500
07-05-2010,1261,1288,1250,1279,488300
10-05-2010,1291.2,1299.9,1276.7,1295.45,563900
11-05-2010,1300,1300,1265,1268.1,395000
12-05-2010,1270,1286.8,1262,1265.25,589700
13-05-2010,1275,1285.6,1270.35,1275.8,662600
14-05-2010,1269,1281,1246.9,1259.5,443300
17-05-2010,1250,1254.8,1237.05,1241.5,322900
18-05-2010,1241.3,1252.45,1236,1242.45,462400
19-05-2010,1234.7,1254,1221,1226.8,496200
20-05-2010,1238.8,1239.3,1198.6,1208.35,485600
21-05-2010,1176,1245,1170,1238.55,744900
24-05-2010,1254.9,1259,1205,1215.65,263200
25-05-2010,1201.2,1211,1177.6,1198.75,457400
26-05-2010,1195,1224,1184.15,1200.7,584200
27-05-2010,1205,1248.75,1191,1238.15,982200
28-05-2010,1243,1244.8,1216.2,1225.2,330700
31-05-2010,1236,1240,1224.65,1236.85,233600
01-06-2010,1235,1297,1231.05,1257,1452400
02-06-2010,1261,1286,1261,1278.25,785600
03-06-2010,1288,1310,1287,1296.8,686300
04-06-2010,1304,1335,1290,1330.05,883300
07-06-2010,1282.1,1319.8,1280.8,1315.45,464300
08-06-2010,1319.9,1337.5,1286.5,1294.35,608600
09-06-2010,1295.65,1317.5,1290.05,1303,403100
10-06-2010,1316,1349.8,1296,1346.15,910600
11-06-2010,1347,1364,1340,1356.65,733700
14-06-2010,1364,1367,1344,1355.45,245100
15-06-2010,1355,1359.85,1332.1,1342.9,316300
16-06-2010,1349,1369.9,1332.6,1364.45,616300
17-06-2010,1369,1387,1356.5,1379.75,428000
